PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Assess.	Prev. Apprais	
835	96 ORFORD RD	407/  139/  /  / 	  2123/0419	$578,200	$578,200	7.39	1010	SINGLE FAM MDL01	RD	2	2016	$342,000	$236,200	$578,200	$0	12/15/1994	$4,000	06/23/1988	$497,600	$497,600	16:57:18	262
836	92 ORFORD RD	407/  140/  /  / 	  4085/0657	$24,500	$258,100	14.84	1060	AC LND IMP	RD	1	2016	$8,800	$249,300	$258,100	$659,000	09/22/2014	$345,000	09/05/2001	$23,400	$204,300	16:57:20	263
837	84 ORFORD RD	407/  141/  /  / 	  4394/0498	$688,600	$689,800	1.59	1090	MULTI HSES	RD	3	2016	$477,800	$212,000	$689,800	$0	10/12/2018	$659,000	09/22/2014	$501,900	$503,000	16:57:23	264
838	16 BRITTON LN	408/  1/  /  / 	  4353/0607	$400,300	$400,300	4.1	1010	SINGLE FAM MDL01	RD	1	2016	$258,300	$142,000	$400,300	$440,000	04/16/2018	$130,000	12/09/1992	$347,400	$347,400	16:57:27	265
840	11 ORFORD RD	408/  3/  /  / 	  4564/ 344	$220,200	$220,200	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	$89,500	$130,700	$220,200	$1,000	10/13/2020			$118,500	$118,500	16:57:30	266
841	13 ORFORD RD	408/  4/  /  / 	  3167/0671	$749,400	$749,400	1.30	3400	OFFICE BLD  MDL-94	RD	3	2016	$543,500	$205,900	$749,400	$0	07/13/2005			$664,600	$664,600	16:57:31	267
842	15 ORFORD RD	408/  5/  /  / 	  2372/0638	$210,100	$210,100	0.47	1010	SINGLE FAM MDL01	RD	1	2016	$116,900	$93,200	$210,100	$0	07/30/2008	$75,000	02/03/1999	$200,100	$200,100	16:57:34	268
843	23 ORFORD RD	408/  6/  /  / 	  3389/ 560	$235,800	$235,800	3.6	1010	SINGLE FAM MDL01	RD	1	2016	$83,600	$152,200	$235,800	$0	03/23/2007	$4,000	09/23/1993	$193,700	$193,700	16:57:36	269
844	27 ORFORD RD	408/  7/  /  / 	002936/0109	$93,200	$301,800	45.8	1013	SFR WATER  MDL-01	RD	1	2016	$4,300	$297,500	$301,800	$0	12/09/2003			$85,800	$269,700	16:57:37	270
845	35 ORFORD RD	408/  8/  /  / 	  1776/0056	$353,100	$353,100	2	1010	SINGLE FAM MDL01	RD	1	2016	$211,500	$141,600	$353,100	$4,000	11/08/1988			$289,200	$289,200	16:57:40	271
846	41 ORFORD RD	408/  9/  /  / 	 	$113,800	$113,800	3.8	9010	STATE NH	RD	1	2016	$0	$113,800	$113,800	$0				$87,900	$87,900	16:57:43	272
849	92 POST POND LN (LAND ONLY)	408/  12/  /  / 	  1176/0426	$117,700	$117,700	19.6	9035	TOWN-PROP	RD	1	2016	$0	$117,700	$117,700	$0				$104,600	$104,600	16:57:47	273
760	165 WHIPPLE HILL RD	407/  80/  /  / 	  3897/0300	$136,500	$289,600	51.6	1300	RES ACLNDV		1	2016	$0	$289,600	$289,600	$210,000	07/06/2012	$250,000	01/30/2009	$113,100	$252,100	16:57:51	274
762	160 WHIPPLE HILL RD	407/  81/  /  / 	002738/0562	$500	$181,700	21.2	6303	OTM-3		1	2016	$0	$181,700	$181,700	$112,466	10/31/2002	$20,000	02/06/1990	$500	$147,200	16:57:53	275
765	132 WHIPPLE HILL RD	407/  84/  /  / 	  4560/ 195	$464,100	$536,100	11.40	1010	SINGLE FAM MDL01	RD	1	2016	$313,700	$222,400	$536,100	$527,500	09/30/2020	$347,670	05/10/2000	$489,100	$561,100	16:57:56	276
101502	44 BLISS LN	410/  51/  /  / 	  2549/0311	$13,400	$13,400	8.1	1320	RES ACLNUD	RD	1	2016	$0	$13,400	$13,400	$0	04/27/2001			$11,600	$11,600	16:57:59	277
101522	Problem loading parcel PID 101522, Map 408 Lot 1.2
101523	44 BRITTON LN	408/  1/  0100/  / 	  3084/0018	$381,500	$487,700	30.08	1010	SINGLE FAM MDL01	RD	1	2016	$244,100	$243,600	$487,700	$0	11/19/2004	$100,000	08/08/2001	$400,800	$497,300	16:58:04	279
101542	675 RIVER RD	405/  33/  /  / 	  2001/0552	$531,100	$1,292,100	105.9	1013	SFR WATER  MDL-01	RD	1	2016	$203,700	$1,088,400	$1,292,100	$0	03/04/2003			$381,600	$1,041,400	16:58:06	280
769	144 ORFORD RD	407/  88/  /  / 	  4475/ 933	$345,000	$345,000	3.15	1010	SINGLE FAM MDL01	RD	1	2016	$195,800	$149,200	$345,000	$369,000	10/25/2019	$283,000	09/18/2008	$309,000	$309,000	16:58:08	281
770	124 ORFORD RD	407/  89/  /  / 	 	$6,400	$269,900	25.52	6505	FARM-5	RD	1	2016	$0	$269,900	$269,900	$0				$6,400	$233,200	16:58:10	282
101562	626 DORCHESTER RD	421/  22/  /  / 	  4414/0586	$16,600	$379,800	213	1060	AC LND IMP	RD	1	2016	$900	$378,900	$379,800	$100,000	01/31/2019			$16,400	$338,900	16:58:13	283
772	11 PINNACLE RD	407/  91/  /  / 	  1613/0215	$433,300	$433,300	3	1010	SINGLE FAM MDL01	RD	1	2016	$256,700	$176,600	$433,300	$141,000	08/07/1986			$375,700	$375,700	16:58:17	284
306	69 WASHBURN HILL RD	402/  14/  /  / 	  1424/ 471	$474,500	$474,500	3.1	1010	SINGLE FAM MDL01	RD	1	2016	$254,500	$220,000	$474,500	$0				$375,200	$375,200	16:58:21	285
307	77 WASHBURN HILL RD	402/  15/  1000/  / 	  4114/0078	$758,500	$860,600	18.44	1010	SINGLE FAM MDL01	RD	1	2016	$498,100	$362,500	$860,600	$0	03/09/2015	$779,000	08/02/2012	$728,200	$820,800	16:58:23	286
308	64 WASHBURN HILL RD	402/  16/  /  / 	  1733/0962	$476,700	$476,700	3.31	1010	SINGLE FAM MDL01	RD	1	2016	$280,100	$196,600	$476,700	$225,000	04/15/1988			$424,800	$424,800	16:58:27	287
309	66 WASHBURN HILL RD	402/  17/  /  / 	  4185/ 938	$590,000	$855,100	79.7	1010	SINGLE FAM MDL01	RD	1	2016	$283,200	$571,900	$855,100	$700,000	01/29/2016	$220,000	02/27/1985	$497,600	$737,800	16:58:30	288
310	108 PRESTON RD	402/  18/  2000/  / 	  4619/ 634	$694,700	$756,100	15.78	1010	SINGLE FAM MDL01	RD	1	2016	$511,300	$244,800	$756,100	$0	04/09/2021	$150,000	05/04/2004	$653,900	$709,100	16:58:32	289
313	50 PRESTON RD	402/  21/  /  / 	  4537/0060	$1,105,700	$1,337,000	48.8	1010	SINGLE FAM MDL01	RD	1	2016	$675,600	$661,400	$1,337,000	$1,325,000	07/16/2020	$1,236,800	07/16/2004	$1,091,900	$1,301,700	16:58:35	290
315	45 PRESTON RD	402/  23/  /  / 	  2260/0768	$659,100	$659,100	7	1040	TWO FAMILY		1	2016	$484,200	$174,900	$659,100	$0	06/03/1997	$30,000	05/03/1988	$573,800	$573,800	16:58:37	291
316	55 PRESTON RD	402/  24/  /  / 	  3200/0568	$410,200	$410,200	10	1010	SINGLE FAM MDL01	RD	1	2016	$229,500	$180,700	$410,200	$380,000	09/30/2005			$371,300	$371,300	16:58:38	292
319	69 PRESTON RD	402/  26/  1000/  / 	  3669/0559	$604,700	$604,700	5.09	1010	SINGLE FAM MDL01	RD	1	2016	$381,800	$222,900	$604,700	$0	12/17/2009			$524,100	$524,100	16:58:42	293
320	81 PRESTON RD	402/  26/  2000/  / 	  3669/0559	$9,700	$433,100	57.7	6514	FARMR-4	RD	1	2016	$0	$433,100	$433,100	$0	12/17/2009			$9,700	$395,000	16:58:45	294
321	97 PRESTON RD	402/  27/  /  / 	  1051/0565	$215,400	$215,400	1.1	1010	SINGLE FAM MDL01	RD	1	2016	$74,900	$140,500	$215,400	$0				$166,200	$166,200	16:58:47	295
322	20 WASHBURN HILL RD	402/  28/  /  / 	 	$151,200	$273,200	22	1300	RES ACLNDV	RD	1	2016	$0	$273,200	$273,200	$0				$115,400	$226,200	16:58:49	296
323	218 DARTMOUTH COLLEGE HY	402/  29/  /  / 	  4514/ 870	$293,100	$293,100	2	1010	SINGLE FAM MDL01	RD	1	2016	$149,300	$143,800	$293,100	$299,000	04/27/2020	$188,000	04/01/2015	$229,800	$229,800	16:58:53	297
324	208 DARTMOUTH COLLEGE HY	402/  30/  /  / 	  4174/   8	$423,000	$423,000	1.5	1010	SINGLE FAM MDL01	RD	1	2016	$285,200	$137,800	$423,000	$436,000	11/24/2015	$410,000	04/09/2013	$402,800	$402,800	16:58:56	298
382	116 RIVER RD	402/  84/  /  / 	  4059/0770	$309,800	$309,800	0.94	1010	SINGLE FAM MDL01	RD	1	2016	$150,900	$158,900	$309,800	$286,534	06/03/2014	$4,000	06/01/1993	$270,400	$270,400	16:59:00	299
384	91 RIVER RD	402/  86/  /  / 	    PC/2003	$356,900	$561,800	18	1013	SFR WATER  MDL-01	RD	1	2016	$115,100	$446,700	$561,800	$0	01/01/2003	$4,000	04/23/1993	$261,100	$439,100	16:59:01	300
385	101 RIVER RD	402/  87/  /  / 	  1107/0355	$458,500	$458,500	1.55	1040	TWO FAMILY	RD	1	2016	$285,900	$172,600	$458,500	$0				$437,300	$437,300	16:59:03	301
387	111 RIVER RD (HEWES BROOK PRE	402/  89/  /  / 	  2624/0731	$32,300	$32,300	1	9035	TOWN-PROP	RD	1	2016	$0	$32,300	$32,300	$0	01/18/2002	$90,000	03/30/1999	$23,100	$23,100	16:59:04	302
388	117 RIVER RD	402/  90/  /  / 	  3938/0992	$73,500	$73,500	3.5	1320	RES ACLNUD	RD	1	2016	$0	$73,500	$73,500	$0	12/11/2012			$60,800	$60,800	16:59:07	303
390	129 RIVER RD	402/  92/  /  / 	  3299/0718	$454,600	$454,600	8.6	1300	RES ACLNDV	RD	1	2016	$0	$454,600	$454,600	$550,000	06/26/2006	$4,000	10/12/1988	$397,500	$397,500	16:59:10	304
391	131 RIVER RD	402/  93/  /  / 	PRO-00044	$469,100	$469,100	1.3	1013	SFR WATER  MDL-01	RD	1	2016	$147,800	$321,300	$469,100	$0	09/12/2009	$500	03/31/1961	$330,800	$330,800	16:59:12	305
392	133+137 RIVER RD	402/  94/  /  / 	  3536/0280	$850,400	$850,400	2.3	1013	SFR WATER  MDL-01	RD	1	2016	$490,100	$360,300	$850,400	$0	06/04/2008	$134,000	06/24/1997	$724,800	$724,800	16:59:15	306
394	139 RIVER RD	402/  96/  /  / 	  2084/0285	$726,500	$726,500	1.80	1093	MLTI HS WF	RD	2	2016	$371,100	$355,400	$726,500	$110,000	04/01/1994	$68,500	09/17/1986	$647,200	$647,200	16:59:17	307
395	143 RIVER RD	402/  97/  /  / 	  3668/0759	$654,800	$654,800	2.33	1013	SFR WATER  MDL-01	RD	1	2016	$319,100	$335,700	$654,800	$0	12/08/2009	$99,533	10/14/2005	$603,600	$603,600	16:59:20	308
102712	24 HIGH ST (HIGHLAND CEMETER	201/  110/  2000/  / 	002888/0819	$258,000	$258,000	6.57	9030	MUNICPAL  MDL-00	LCD	1	2016	$11,100	$246,900	$258,000	$0	09/10/2003			$192,000	$192,000	16:59:24	309
398	155 RIVER RD	402/  100/  /  / 	  4479/ 998	$927,100	$927,100	2.15	1013	SFR WATER  MDL-01	RD	1	2016	$573,400	$353,700	$927,100	$0	11/08/2019	$99,533	10/14/2005	$928,900	$928,900	16:59:26	310
399	161 RIVER RD	402/  101/  /  / 	  4150/0104	$750,100	$750,100	1.00	1013	SFR WATER  MDL-01	RD	2	2016	$356,900	$393,200	$750,100	$0	08/12/2015	$300,000	09/05/2002	$624,000	$624,000	16:59:28	311
400	207 RIVER RD	402/  102/  /  / 	  4291/0231	$502,200	$502,200	1.8	1040	TWO FAMILY	RD	1	2016	$339,100	$163,100	$502,200	$0	06/20/2017	$200,000	06/11/1997	$449,100	$449,100	16:59:30	312
402	261 RIVER RD	402/  104/  /  / 	  3449/0254	$2,596,300	$2,596,300	6.60	1093	MLTI HS WF	RD	2	2016	$1,391,300	$1,205,000	$2,596,300	$1,900,000	09/13/2007	$4,000	03/02/1993	$2,304,400	$2,304,400	16:59:33	313
405	300 DARTMOUTH COLLEGE HY	403/  3/  /  / 	  1873/ 112	$291,100	$291,100	1.2	1010	SINGLE FAM MDL01	RD	1	2016	$147,800	$143,300	$291,100	$116,685	08/10/1990			$218,400	$218,400	16:59:34	314
407	39 EAST THETFORD RD	403/  5/  /  / 	  4489/ 718	$13,900	$420,900	41.08	6516	FARMR-6	RD	1	2016	$0	$420,900	$420,900	$0	12/19/2019	$88,000	10/23/1996	$13,900	$339,600	16:59:36	315
408	53 EAST THETFORD RD	403/  6/  /  / 	  2206/0633	$320,000	$320,000	1	1010	SINGLE FAM MDL01	RD	1	2016	$171,500	$148,500	$320,000	$199,500	07/09/1996			$303,200	$303,200	16:59:39	316
415	79 EAST THETFORD RD	403/  8/  /  / 	  2369/0009	$455,600	$614,500	24.03	1010	SINGLE FAM MDL01	RD	1	2016	$242,800	$371,700	$614,500	$135,200	01/12/1998	$4,000	12/02/1997	$348,600	$502,500	16:59:43	317
417	101 EAST THETFORD RD	403/  9/  /  / 	  4257/0489	$55,700	$643,500	52.81	1060	AC LND IMP	RD	1	2016	$34,800	$608,700	$643,500	$689,000	01/19/2017	$500,000	06/23/2015	$51,600	$543,800	16:59:44	318
418	119 EAST THETFORD RD	403/  10/  /  / 	  3787/0174	$648,600	$648,600	5.81	1010	SINGLE FAM MDL01	RD	1	2016	$442,900	$205,700	$648,600	$0	04/08/2011	$450,000	07/07/2001	$611,500	$611,500	16:59:47	319
432	299 RIVER RD	403/  15/  /  / 	  2515/0075	$23,700	$23,700	0.15	1320	RES ACLNUD	RD	1	2016	$0	$23,700	$23,700	$15,000	02/02/2001			$19,200	$19,200	16:59:49	320
427	125 EAST THETFORD RD	403/  11/  /  / 	  3731/0426	$479,800	$479,800	2.63	1010	SINGLE FAM MDL01	RD	1	2016	$317,000	$162,800	$479,800	$420,000	09/14/2010	$410,000	10/10/2007	$391,700	$391,700	16:59:53	321
101183	 WHIPPLE HILL RD	407/  86/  3000/  / 	  2524/0286	$400	$65,400	8.34	6324	OTUN-4	RD	1	2016	$0	$65,400	$65,400	$0	03/21/2001	$500,000	11/18/1986	$400	$39,600	16:59:56	322
100061	Problem loading parcel PID 100061, Map 201 Lot 80
429	278 RIVER RD	403/  12/  /  / 	  1948/0106	$726,100	$816,500	11.66	1010	SINGLE FAM MDL01	RD	1	2016	$553,700	$262,800	$816,500	$345,048	01/23/1992			$715,500	$797,400	17:00:01	324
101202	 WHIPPLE HILL RD	407/  86/  4000/  / 	  2524/0286	$3,100	$231,200	9.56	6325	OTUN-5	RD	1	2016	$0	$231,200	$231,200	$0	03/21/2001	$500,000	11/18/1986	$2,900	$183,200	17:00:05	325
100502	85 DARTMOUTH COLLEGE HY #4010	401/  55/  401/  / 	  4290/0281	$421,200	$421,200	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$421,200	$0	$421,200	$487,600	06/14/2017	$395,533	09/01/2009	$385,100	$385,100	17:00:09	326
100503	85 DARTMOUTH COLLEGE HY #4040	401/  55/  404/  / 	  4458/0140	$233,700	$233,700	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$233,700	$0	$233,700	$327,500	08/16/2019	$250,000	10/24/2016	$197,400	$197,400	17:00:11	327
434	303 RIVER RD	403/  17/  /  / 	  2325/0701	$246,100	$246,100	0.21	1013	SFR WATER  MDL-01	RD	1	2016	$61,800	$184,300	$246,100	$75,000	06/26/1998	$42,857	09/07/1993	$172,700	$172,700	17:00:14	328
435	307 RIVER RD	403/  18/  /  / 	  3766/0588	$292,500	$292,500	0.15	1013	SFR WATER  MDL-01	RD	1	2016	$109,900	$182,600	$292,500	$235,000	12/28/2010	$275,000	09/29/2009	$276,600	$276,600	17:00:16	329
436	311 RIVER RD	403/  19/  /  / 	  4417/0385	$266,100	$266,100	0.37	1030	MOBILE HOM  MDL-02	RD	1	2016	$60,300	$205,800	$266,100	$0	02/19/2019			$202,500	$202,500	17:00:20	330
437	315 RIVER RD	403/  20/  /  / 	002827/0123	$1,026,200	$1,026,200	0.92	1093	MLTI HS WF	RD	2	2016	$648,100	$378,100	$1,026,200	$0	05/27/2003	$299,000	06/15/1998	$773,500	$773,500	17:00:23	331
438	319 RIVER RD	403/  21/  /  / 	PRO-00342	$570,500	$570,500	0.69	1040	TWO FAMILY	RD	1	2016	$308,800	$261,700	$570,500	$0	05/30/2012	$189,000	07/07/1995	$486,800	$486,800	17:00:26	332
440	327 RIVER RD	403/  23/  /  / 	  4508/ 505	$281,900	$281,900	0.58	1013	SFR WATER  MDL-01	RD	1	2016	$53,000	$228,900	$281,900	$185,000	03/30/2020			$222,900	$222,900	17:00:30	333
441	331 RIVER RD	403/  24/  /  / 	002784/0404	$840,200	$840,200	3.7	1093	MLTI HS WF	RD	2	2016	$385,000	$455,200	$840,200	$550,000	02/10/2003	$38,000	09/06/1989	$729,000	$729,000	17:00:33	334
442	339 RIVER RD	403/  25/  /  / 	002845/0276	$426,200	$426,200	0.66	1090	MULTI HSES		2	2016	$229,500	$196,700	$426,200	$0	05/30/2003	$135,000	12/12/1998	$402,800	$402,800	17:00:37	335
446	376 RIVER RD	403/  29/  1000/  / 	  4502/ 178	$611,000	$738,500	93.05	1010	SINGLE FAM MDL01	RD	1	2016	$394,400	$344,100	$738,500	$695,000	02/24/2020			$736,200	$1,262,300	17:00:41	336
447	37 LAMPHIRE HILL LN	403/  30/  /  / 	  1953/0322	$419,700	$419,700	4.93	1010	SINGLE FAM MDL01	RD	1	2016	$191,200	$228,500	$419,700	$160,000	02/19/1992			$398,000	$398,000	17:00:45	337
448	41 LAMPHIRE HILL LN	403/  31/  /  / 	  4162/ 277	$672,200	$724,300	16	1010	SINGLE FAM MDL01	RD	1	2016	$416,800	$307,500	$724,300	$625,000	09/14/2015	$339,500	11/04/2010	$567,100	$614,300	17:00:47	338
450	70 LAMPHIRE HILL LN	403/  33/  /  / 	  4092/0497	$873,800	$1,533,500	392.20	1090	MULTI HSES	RD	2	2016	$561,400	$972,100	$1,533,500	$84,000	11/03/2014			$879,900	$1,477,400	17:00:49	339
453	Problem loading parcel PID 453, Map 403 Lot 36
454	34 LAMPHIRE HILL LN	403/  37/  /  / 	PC-2005	$830,200	$1,426,400	147	1010	SINGLE FAM MDL01	RD	1	2016	$586,400	$840,000	$1,426,400	$0	04/23/2005			$687,500	$1,221,500	17:00:55	341
457	360 RIVER RD	403/  40/  /  / 	  2242/0345	$1,044,500	$1,228,200	34.94	1010	SINGLE FAM MDL01	RD	1	2016	$818,800	$409,400	$1,228,200	$4,000	03/14/1997			$959,700	$1,125,900	17:00:58	342
458	336 RIVER RD	403/  41/  /  / 	  4199/0809	$460,000	$460,000	5.1	1010	SINGLE FAM MDL01	RD	1	2016	$234,800	$225,200	$460,000	$575,000	04/20/2016	$330,000	04/29/2005	$475,100	$475,100	17:01:01	343
459	330 RIVER RD	403/  42/  /  / 	  4203/0100	$485,400	$485,400	4.48	1010	SINGLE FAM MDL01	RD	1	2016	$293,400	$192,000	$485,400	$0	04/20/2016	$213,333	06/17/1985	$441,700	$441,700	17:01:05	344
460	120 EAST THETFORD RD	403/  43/  /  / 	  3899/0388	$680,900	$758,100	28.1	1010	SINGLE FAM MDL01	RD	1	2016	$479,100	$279,000	$758,100	$0	07/16/2012	$118,500	09/26/1997	$558,600	$628,400	17:01:08	345
461	106 EAST THETFORD RD	403/  44/  /  / 	  4405/0570	$906,400	$985,200	22	1010	SINGLE FAM MDL01	RD	1	2016	$673,400	$311,800	$985,200	$200,000	12/07/2018	$2,666	05/10/2002	$477,500	$549,000	17:01:10	346
462	84 EAST THETFORD RD	403/  45/  /  / 	  3941/0106	$737,300	$790,700	13.00	1040	TWO FAMILY	RD	2	2016	$544,600	$246,100	$790,700	$579,533	12/18/2012	$425,048	07/26/1991	$557,500	$605,800	17:01:14	347
463	72 EAST THETFORD RD	403/  46/  /  / 	PC-2005	$4,200	$372,200	30.68	6516	FARMR-6	RD	1	2016	$0	$372,200	$372,200	$0	04/23/2005	$92,000	12/02/1997	$4,200	$295,500	17:01:15	348
465	7 RECORDRIDGE LN	403/  47/  /  / 	  3360/0554	$12,300	$250,900	36.2	6516	FARMR-6	RD	1	2016	$0	$250,900	$250,900	$800,000	12/08/2006	$525,000	08/09/2001	$12,300	$195,500	17:01:19	349
469	15 RECORDRIDGE LN	403/  48/  /  / 	  3360/0554	$997,000	$997,000	10.2	1010	SINGLE FAM MDL01	RD	1	2016	$725,500	$271,500	$997,000	$800,000	12/08/2006	$525,000	08/09/2001	$839,600	$839,600	17:01:22	350
472	26 RECORDRIDGE LN	403/  51/  /  / 	  1950/0328	$890,300	$956,600	14.9	1010	SINGLE FAM MDL01	RD	1	2016	$715,000	$241,600	$956,600	$135,048	01/31/1992	$123,474	01/10/1990	$741,300	$801,500	17:01:26	351
473	24 RECORDRIDGE LN	403/  52/  /  / 	  2013/0352	$745,500	$745,500	10.4	1010	SINGLE FAM MDL01	RD	1	2016	$535,100	$210,400	$745,500	$85,048	02/17/1993	$104,000	07/01/1991	$613,500	$613,500	17:01:30	352
474	20 RECORDRIDGE LN	403/  53/  /  / 	002833/0065	$519,200	$519,200	5.7	1010	SINGLE FAM MDL01		1	2016	$319,200	$200,000	$519,200	$146,000	06/09/2003	$100,000	02/03/1992	$499,200	$499,200	17:01:33	353
475	18 EAST THETFORD RD	403/  54/  /  / 	  4102/0110	$781,200	$946,200	40.70	1040	TWO FAMILY	RD	1	2016	$566,600	$379,600	$946,200	$500,000	12/19/2014			$660,500	$809,400	17:01:37	354
476	23 STORRS HILL LN	404/  1/  /  / 	  4471/ 712	$477,900	$620,200	37.4	1010	SINGLE FAM MDL01	RD	1	2016	$285,600	$334,600	$620,200	$475,000	10/09/2019			$416,700	$606,700	17:01:40	355
478	46 STORRS HILL LN	404/  3/  /  / 	  3052/0110	$461,300	$793,000	215	1040	TWO FAMILY	RD	1	2016	$270,800	$522,200	$793,000	$0	09/07/2004			$425,200	$724,800	17:01:43	356
479	28 STORRS HILL LN	404/  4/  /  / 	  3621/0609	$1,058,300	$1,359,900	103	1010	SINGLE FAM MDL01	RD	1	2016	$750,500	$609,400	$1,359,900	$0	06/24/2009	$395,048	04/24/1992	$1,034,200	$1,307,500	17:01:46	357
480	97 NORTH THETFORD RD	404/  5/  /  / 	  3378/0970	$409,400	$479,100	13.2	1010	SINGLE FAM MDL01	RD	1	2016	$247,100	$232,000	$479,100	$0	02/15/2007			$311,700	$375,000	17:01:51	358
482	105 NORTH THETFORD RD	404/  7/  /  / 	  3988/0223	$462,900	$538,100	15	1010	SINGLE FAM MDL01	RD	1	2016	$308,300	$229,800	$538,100	$525,000	06/18/2013	$633,200	05/01/2008	$424,800	$492,100	17:01:53	359
483	111 NORTH THETFORD RD	404/  8/  /  / 	  3901/0778	$700	$700	0.06	1320	RES ACLNUD	RD	1	2016	$0	$700	$700	$0	07/24/2012			$600	$600	17:01:55	360
484	131 NORTH THETFORD RD	404/  9/  /  / 	  4356/0716	$578,800	$578,800	2.3	1010	SINGLE FAM MDL01	RD	1	2016	$396,600	$182,200	$578,800	$0	04/30/2018	$97,619	09/23/1993	$551,500	$551,500	17:01:57	361
486	161 NORTH THETFORD RD	404/  11/  /  / 	  3389/0560	$585,900	$585,900	8.16	1110	APT 4-UNT  MDL-01	RD	1	2016	$367,800	$218,100	$585,900	$0	03/23/2007	$4,000	09/23/1993	$466,000	$466,000	17:02:01	362
487	175 NORTH THETFORD RD	404/  12/  /  / 	  3934/0421	$345,100	$345,100	1.84	1010	SINGLE FAM MDL01	RD	1	2016	$165,100	$180,000	$345,100	$325,000	11/21/2012	$112,000	07/26/1982	$325,500	$325,500	17:02:05	363
488	534 RIVER RD	404/  13/  /  / 	  2037/0625	$558,200	$558,200	1.78	1010	SINGLE FAM MDL01	RD	1	2016	$309,400	$248,800	$558,200	$146,467	06/21/1993	$20,000	12/14/1960	$493,200	$493,200	17:02:06	364
490	526 RIVER RD	404/  15/  /  / 	PRO-2004	$501,400	$501,400	0.98	1010	SINGLE FAM MDL01	RD	1	2016	$289,700	$211,700	$501,400	$0	11/18/2004			$445,100	$445,100	17:02:09	365
492	520 RIVER RD	404/  17/  /  / 	  3614/0968	$323,100	$323,100	5.83	1010	SINGLE FAM MDL01	RD	1	2016	$124,500	$198,600	$323,100	$278,533	06/02/2009			$257,800	$257,800	17:02:12	366
493	498 RIVER RD	404/  18/  /  / 	  3224/0749	$682,000	$1,117,300	66.1	1010	SINGLE FAM MDL01	RD	1	2016	$424,100	$693,200	$1,117,300	$0	11/22/2005			$662,900	$1,050,200	17:02:14	367
494	474 RIVER RD	404/  19/  /  / 	  4093/ 306	$1,267,500	$1,538,100	120	1080	SFR/ACC UNIT	RD	1	2016	$978,200	$559,900	$1,538,100	$362,533	11/05/2014			$1,162,000	$1,403,800	17:02:17	368
495	429 RIVER RD	404/  20/  /  / 	  3074/0149	$641,700	$641,700	7.36	1013	SFR WATER  MDL-01	RD	1	2016	$308,000	$333,700	$641,700	$0	09/15/2004	$262,000	06/29/1995	$563,800	$563,800	17:02:18	369
501	535 RIVER RD	404/  26/  /  / 	  1292/0257	$262,800	$262,800	0.96	1013	SFR WATER  MDL-01	RD	1	2016	$63,500	$199,300	$262,800	$20,500	09/09/1976	$20,000	12/14/1960	$224,200	$224,200	17:02:21	370
506	21 GREGORY RD	404/  31/  /  / 	  3704/0784	$937,200	$937,200	9	1010	SINGLE FAM MDL01		1	2016	$580,400	$356,800	$937,200	$650,000	05/24/2010	$625,000	05/22/2003	$805,100	$805,100	17:02:23	371
507	560 RIVER RD	404/  32/  /  / 	  4505/0085	$610,500	$979,800	122.50	1090	MULTI HSES	RD	4	2016	$326,000	$653,800	$979,800	$0	03/09/2020	$4,000	01/04/1994	$513,900	$845,500	17:02:25	372
509	25 BRECK HILL RD	404/  34/  /  / 	  3988/0241	$600,200	$600,200	1.7	1010	SINGLE FAM MDL01	RD	1	2016	$339,400	$260,800	$600,200	$612,533	06/18/2013	$295,000	08/23/2005	$576,200	$576,200	17:02:29	373
510	7 GREGORY RD	404/  35/  /  / 	  4120/0212	$659,900	$749,300	13.2	1010	SINGLE FAM MDL01	RD	1	2016	$406,200	$343,100	$749,300	$700,000	04/09/2015	$950,000	04/14/2006	$651,600	$732,600	17:02:31	374
512	40 BRECK HILL RD	404/  37/  /  / 	  3819/0886	$10,200	$265,100	35.34	6506	FARM-6	RD	1	2016	$0	$265,100	$265,100	$140,000	09/13/2011			$10,200	$212,700	17:02:35	375
513	34 BRECK HILL RD	404/  38/  /  / 	  3595/0931	$490,500	$490,500	5.4	1010	SINGLE FAM MDL01		1	2016	$275,900	$214,600	$490,500	$0	03/31/2009	$4,286	03/10/1989	$482,800	$482,800	17:02:39	376
514	30 BRECK HILL RD	404/  39/  /  / 	  3479/0593	$643,600	$722,300	14.46	1010	SINGLE FAM MDL01	RD	1	2016	$365,300	$357,000	$722,300	$685,000	12/04/2007	$2,667	09/05/2000	$632,900	$703,900	17:02:42	377
515	24 BRECK HILL RD	404/  40/  /  / 	  1928/0356	$361,300	$361,300	2.7	1010	SINGLE FAM MDL01	RD	1	2016	$173,600	$187,700	$361,300	$125,524	09/12/1991	$67,000	07/10/1986	$337,300	$337,300	17:02:46	378
517	2 BRECK HILL RD	404/  42/  /  / 	  3901/0778	$513,000	$613,500	16.4	1040	TWO FAMILY	RD	1	2016	$331,700	$281,800	$613,500	$0	07/24/2012			$450,300	$541,200	17:02:49	379
