PID	Street Address	MBLU	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Assessment	Appraisal	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	
1136	182 GOOSE POND RD	410/  73/  /  / 	1.2	1030	MOBILE HOM  MDL-02	RD	1	2016	"$82,700 "	"$92,300 "	"$175,000 "	"$175,000 "	"$175,000 "	"$159,000 "	5/28/04	"$129,000 "	9/20/02	
1126	203 GOOSE POND RD	410/  63/  /  / 	2.1	1040	TWO FAMILY	RD	1	2016	"$194,300 "	"$103,600 "	"$297,900 "	"$297,900 "	"$297,900 "	$0 	7/27/12	"$255,000 "	7/1/05	
56	4 ON THE COMMON	201/  36/  /  / 	0.18	3160	COMM WHSE	LCD	1	2016	"$926,400 "	"$234,500 "	"$1,160,900 "	"$1,160,900 "	"$1,160,900 "	$0 	4/22/08	"$7,543,800 "	4/2/08	
1165	101 GRAFTON TK	413/  1/  /  / 	0.24	1010	SINGLE FAM MDL01	ELD	1	2016	"$70,500 "	"$85,100 "	"$155,600 "	"$155,600 "	"$155,600 "	"$80,000 "	3/29/01			
58	38 UNION ST (LIBRARY)	201/  38/  /  / 	0.44	903C	MUNICPAL  MDL-94	LCD	1	2016	"$653,600 "	"$262,000 "	"$915,600 "	"$915,600 "	"$915,600 "	$0 				
575	711 RIVER RD	405/  35/  /  / 	21.5	1013	SFR WATER  MDL-01	RD	3	2016	"$862,000 "	"$1,167,100 "	"$2,029,100 "	"$1,782,000 "	"$2,029,100 "	"$1,950,000 "	10/5/20	"$1,519,000 "	6/6/16	
576	729 RIVER RD	405/  36/  /  / 	18.43	1013	SFR WATER  MDL-01		5	2016	"$2,086,100 "	"$1,349,300 "	"$3,435,400 "	"$3,435,400 "	"$3,435,400 "	$0 	11/1/12			
250	17 HEWS LN	401/  47/  /  / 	21	6513	FARMR-3	RD	1	2016	$0 	"$341,700 "	"$341,700 "	"$2,700 "	"$341,700 "	$0 	3/30/15	"$1,100,000 "	11/17/06	
251	20 HEWS LN	401/  48/  /  / 	19.03	1010	SINGLE FAM MDL01	RD	1	2016	"$367,000 "	"$349,100 "	"$716,100 "	"$599,200 "	"$716,100 "	"$400,000 "	3/29/19	"$2,666 "	10/18/01	
252	10 HEWS LN	401/  49/  /  / 	28.65	1010	SINGLE FAM MDL01	RD	1	2016	"$176,700 "	"$251,500 "	"$428,200 "	"$321,000 "	"$428,200 "	"$20,000 "	5/18/87			
253	8 HEWS LN	401/  50/  /  / 	2.4	1010	SINGLE FAM MDL01	RD	1	2016	"$212,100 "	"$150,400 "	"$362,500 "	"$362,500 "	"$362,500 "	$0 	6/19/07			
254	43 DARTMOUTH COLLEGE HY	401/  51/  /  / 	53.9	1010	SINGLE FAM MDL01	RD	1	2016	"$374,700 "	"$460,900 "	"$835,600 "	"$525,500 "	"$835,600 "	$0 	9/13/18			
255	61 DARTMOUTH COLLEGE HY	401/  52/  /  / 	2.2	1010	SINGLE FAM MDL01	RD	1	2016	"$542,500 "	"$129,400 "	"$671,900 "	"$671,900 "	"$671,900 "	"$232,266 "	12/20/02			
256	63-69 DARTMOUTH COLLEGE HY	401/  53/  1000/  / 	3.2	101	Single Fam	RD	4	2016	"$1,367,900 "	"$364,300 "	"$1,732,200 "	"$1,732,200 "	"$1,732,200 "	"$116,733 "	9/23/13			
257	77 DARTMOUTH COLLEGE HY	401/  54/  /  / 	2.4	1010	SINGLE FAM MDL01	RD	1	2016	"$56,900 "	"$130,700 "	"$187,600 "	"$187,600 "	"$187,600 "	"$150,000 "	8/1/16			
258	85 DARTMOUTH COLLEGE HY #3010	401/  55/  301/  / 	0	1021	CONDO NL  MDL-05	BD	1	2016	"$378,800 "	$0 	"$378,800 "	"$378,800 "	"$378,800 "	"$368,533 "	8/30/06	"$167,266 "	3/5/03	
259	101 DARTMOUTH COLLEGE HY	401/  56/  /  / 	136	904C	PRI SCHOOL  MDL-94		1	2016	"$2,454,700 "	"$592,700 "	"$3,047,400 "	"$3,047,400 "	"$3,047,400 "	"$250,000 "	2/17/98	"$252,000 "	9/21/93	
260	82 RIVER RD	401/  57/  /  / 	0.83	1010	SINGLE FAM MDL01	RD	1	2016	"$82,600 "	"$164,500 "	"$247,100 "	"$247,100 "	"$247,100 "	$0 	12/4/17	"$1,500 "	2/12/70	
102876	66 BLISS LN	410/  46/  2000/  / 	22.45	6334	OTUNR-4	RD	1	2016	$0 	"$327,900 "	"$327,900 "	$800 	"$327,900 "	"$1,695,000 "	3/27/14	"$230,000 "	11/19/12	
267	7 WILMOTT WY	401/  59/  /  / 	5.78	1030	MOBILE HOM  MDL-02	RD	1	2016	"$66,900 "	"$122,600 "	"$189,500 "	"$189,500 "	"$189,500 "	$0 				
270	21 WILMOTT WY	401/  60/  /  / 	4.91	1030	MOBILE HOM  MDL-02	RD	1	2016	"$54,400 "	"$117,800 "	"$172,200 "	"$172,200 "	"$172,200 "	"$40,000 "	10/24/89			
271	25 WILMOTT WY	401/  61/  /  / 	2.1	1090	MULTI HSES	RD	2	2016	"$293,800 "	"$127,600 "	"$421,400 "	"$421,400 "	"$421,400 "	"$73,000 "	9/6/97	"$40,000 "	10/16/89	
273	34 WILMOTT WY	401/  63/  /  / 	2.01	1030	MOBILE HOM  MDL-02	RD	1	2016	"$32,800 "	"$100,700 "	"$133,500 "	"$133,500 "	"$133,500 "	$0 	1/1/88			
275	12 WILMOTT WY	401/  65/  /  / 	2.5	1030	MOBILE HOM  MDL-02	RD	1	2016	"$30,200 "	"$109,800 "	"$140,000 "	"$140,000 "	"$140,000 "	"$79,900 "	3/19/90			
102896	59 ORFORD RD	408/  19/  /  / 	6.2	6224	HWUN-4	RD	1	2016	$0 	"$148,400 "	"$148,400 "	$500 	"$148,400 "	$0 	2/23/77			
102770	100 RIVER RD	402/  85/  /  / 	38.81	1010	SINGLE FAM MDL01	RD	1	2016	"$632,600 "	"$356,200 "	"$988,800 "	"$813,200 "	"$988,800 "	"$550,000 "	12/19/14			
102771	355 ORFORD RD	406/  5/  /  / 	1.4	1010	SINGLE FAM MDL01		1	2016	"$155,400 "	"$136,800 "	"$292,200 "	"$292,200 "	"$292,200 "	"$250,000 "	10/3/17	"$130,000 "	11/22/16	
102772	131 GRAFTON TK	413/  4/  /  / 	372	6232	HWUNR-2	ELD	1	2016	$0 	"$519,500 "	"$519,500 "	"$14,800 "	"$519,500 "	$0 	12/30/11	"$650,000 "	1/29/07	
276	6 WILMOTT WY	401/  66/  /  / 	1.5	1010	SINGLE FAM MDL01	RD	1	2016	"$133,100 "	"$173,400 "	"$306,500 "	"$306,500 "	"$306,500 "	"$299,900 "	1/4/16	"$140,000 "	8/15/94	
278	50 RIVER RD	401/  68/  /  / 	43.47	1010	SINGLE FAM MDL01	RD	1	2016	"$159,300 "	"$313,600 "	"$472,900 "	"$350,300 "	"$472,900 "	$0 	12/19/14			
102897	60 ORFORD RD	408/  20/  /  / 	4.95	1093	MLTI HS WF		4	2016	"$72,500 "	"$280,300 "	"$352,800 "	"$337,800 "	"$352,800 "	$0 	2/23/77			
59	36 UNION ST	201/  39/  /  / 	0.39	1010	SINGLE FAM MDL01	LCD	1	2016	"$355,300 "	"$156,500 "	"$511,800 "	"$511,800 "	"$511,800 "	"$210,000 "	8/4/03	"$169,000 "	11/9/01	
60	32 UNION ST	201/  40/  /  / 	1.55	1040	TWO FAMILY	LCD	1	2016	"$485,100 "	"$218,900 "	"$704,000 "	"$704,000 "	"$704,000 "	$0 				
859	70 ORFORD RD	408/  22/  1000/  / 	13.45	3880	CABNCOLONY	RD	21	2016	"$342,600 "	"$679,200 "	"$1,021,800 "	"$1,021,800 "	"$1,021,800 "	$0 	4/1/91			
63	28 UNION ST	201/  43/  /  / 	2.55	111C	APT 4-UNT  MDL-94	LCD	1	2016	"$258,400 "	"$232,100 "	"$490,500 "	"$490,500 "	"$490,500 "	$0 	11/6/13	"$160,000 "	2/27/89	
64	26 UNION ST	201/  44/  /  / 	1.6	1010	SINGLE FAM MDL01	LCD	1	2016	"$103,900 "	"$218,200 "	"$322,100 "	"$322,100 "	"$322,100 "	"$80,000 "	9/22/95			
66	22 UNION ST	201/  46/  /  / 	1.28	1040	TWO FAMILY	LCD	1	2016	"$218,800 "	"$230,900 "	"$449,700 "	"$449,700 "	"$449,700 "	$0 	1/12/07			
68	5 BROOK LN	201/  48/  /  / 	2.3	1010	SINGLE FAM MDL01	RD	1	2016	"$127,000 "	"$157,100 "	"$284,100 "	"$284,100 "	"$284,100 "	$0 	4/21/10			
69	4 BROOK LN	201/  49/  /  / 	0.41	9010	STATE NH	RD	1	2016	$0 	"$8,600 "	"$8,600 "	"$8,600 "	"$8,600 "	$0 				
71	"Problem loading parcel PID 71, Map 201 Lot 50"																	
76	11 UNION ST	201/  51/  1000/  / 	2	1010	SINGLE FAM MDL01	LCD	1	2016	"$548,700 "	"$234,400 "	"$783,100 "	"$783,100 "	"$783,100 "	"$515,000 "	10/3/14	"$150,000 "	6/30/86	
78	15 UNION ST	201/  52/  /  / 	1	1010	SINGLE FAM MDL01	LCD	1	2016	"$173,800 "	"$216,500 "	"$390,300 "	"$390,300 "	"$390,300 "	"$225,000 "	4/25/03			
79	17 UNION ST	201/  53/  /  / 	0.99	1010	SINGLE FAM MDL01	LCD	1	2016	"$116,800 "	"$216,500 "	"$333,300 "	"$333,300 "	"$333,300 "	$0 				
80	21 UNION ST	201/  54/  /  / 	18	906R	CHURCH ETC  MDL-01	LCD	1	2016	"$301,600 "	"$317,200 "	"$618,800 "	"$618,800 "	"$618,800 "	$0 				
81	25 UNION ST	201/  55/  /  / 	1.4	130	PRI RES	LCD	1	2016	"$139,400 "	"$290,400 "	"$429,800 "	"$429,800 "	"$429,800 "	"$190,000 "	3/1/87			
82	27 UNION ST	201/  56/  /  / 	0.67	1040	TWO FAMILY	LCD	1	2016	"$217,700 "	"$199,300 "	"$417,000 "	"$417,000 "	"$417,000 "	"$210,000 "	8/12/04	"$133,000 "	6/3/86	
84	35 UNION ST (ELEM SCHOOL)	201/  58/  /  / 	6.8	903C	MUNICPAL  MDL-94	LCD	1	2016	"$3,187,200 "	"$2,000,100 "	"$5,187,300 "	"$5,187,300 "	"$5,187,300 "	$0 				
85	39 UNION ST (LITTLE COMMON)	201/  59/  /  / 	0.38	9035	TOWN-PROP	LCD	1	2016	$0 	"$16,900 "	"$16,900 "	"$16,900 "	"$16,900 "	$0 				
86	37 UNION ST	201/  60/  /  / 	1.1	1010	SINGLE FAM MDL01	LCD	1	2016	"$471,700 "	"$228,900 "	"$700,600 "	"$700,600 "	"$700,600 "	"$513,000 "	5/11/05			
87	19 EAST THETFORD RD	201/  61/  /  / 	1.5	1010	SINGLE FAM MDL01	LCD	1	2016	"$379,700 "	"$256,000 "	"$635,700 "	"$635,700 "	"$635,700 "	"$660,000 "	9/16/14			
91	2 HAMILTON LN	201/  65/  /  / 	0.81	1090	MULTI HSES	LCD	2	2016	"$526,300 "	"$277,000 "	"$803,300 "	"$803,300 "	"$803,300 "	$0 	3/6/12	"$135,000 "	6/8/88	
92	8 EAST THETFORD RD	201/  66/  /  / 	0.67	1010	SINGLE FAM MDL01	LCD	1	2016	"$77,800 "	"$179,500 "	"$257,300 "	"$257,300 "	"$257,300 "	$0 	1/20/10	"$102,000 "	1/9/95	
93	6 EAST THETFORD RD	201/  67/  /  / 	0.7	1010	SINGLE FAM MDL01	LCD	1	2016	"$365,800 "	"$204,300 "	"$570,100 "	"$570,100 "	"$570,100 "	"$589,000 "	10/30/17	"$485,000 "	9/16/08	
94	4 EAST THETFORD RD	201/  68/  /  / 	0.55	1010	SINGLE FAM MDL01	LCD	1	2016	"$372,700 "	"$179,200 "	"$551,900 "	"$551,900 "	"$551,900 "	"$208,000 "	7/29/97	"$126,600 "	10/6/93	
99	1 MAIN          ST (33% INT)	201/  70/  0010/  / 	0	340C	OFF CONDO  MDL-94	LCD	1	2016	"$295,700 "	$0 	"$295,700 "	"$295,700 "	"$295,700 "	$0 	11/6/13	"$123,810 "	7/21/93	
101	1 MAIN          ST (67% INT)	201/  70/  0020/  / 	0	340C	OFF CONDO  MDL-94	LCD	2	2016	"$543,900 "	$0 	"$543,900 "	"$543,900 "	"$543,900 "	$0 	11/6/13	"$215,048 "	12/31/92	
103	10 LATHAM LN	201/  72/  /  / 	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	"$104,100 "	"$185,100 "	"$289,200 "	"$289,200 "	"$289,200 "	"$274,533 "	10/2/09	"$3,800 "	3/25/08	
104	5 MAIN ST	201/  73/  /  / 	0.96	3220	STORE/SHOP  MDL-94	LCD	1	2016	"$1,055,000 "	"$394,300 "	"$1,449,300 "	"$1,449,300 "	"$1,449,300 "	"$500,000 "	10/12/07	"$400,000 "	1/2/87	
105	7 MAIN ST	201/  74/  /  / 	0.4	3400	OFFICE BLD  MDL-94	LCD	1	2016	"$236,100 "	"$274,300 "	"$510,400 "	"$510,400 "	"$510,400 "	$0 	9/13/07	"$225,000 "	6/24/88	
106	9 MAIN ST	201/  75/  /  / 	5.4	3020	INNS	LCD	3	2016	"$1,421,000 "	"$488,300 "	"$1,909,300 "	"$1,909,300 "	"$1,909,300 "	$0 	3/6/98	"$400,000 "	5/15/89	
107	13 MAIN ST	201/  76/  /  / 	0.31	3220	STORE/SHOP  MDL-94	LCD	2	2016	"$359,500 "	"$263,700 "	"$623,200 "	"$623,200 "	"$623,200 "	$0 	8/30/04	"$450,000 "	1/18/88	
111	1 PLEASANT ST (OLD CEMETERY	201/  78/  /  / 	3.7	9035	TOWN-PROP		1	2016	"$4,400 "	"$424,700 "	"$429,100 "	"$429,100 "	"$429,100 "	$0 				
102937	ROW  TOWN OF LYME	100/  5/  /  / 	0	3900	DEVEL LAND		1	2016	"$5,600 "	$0 	"$5,600 "	"$5,600 "	"$5,600 "	$0 	1/1/01			
120	4 BRITTON LN	201/  83/  /  / 	4.2	3160	COMM WHSE	LCD	1	2016	"$462,100 "	"$360,800 "	"$822,900 "	"$822,900 "	"$822,900 "	"$675,000 "	3/18/19	"$4,000 "	1/25/89	
121	34 PLEASANT ST	201/  84/  /  / 	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	"$73,100 "	"$151,100 "	"$224,200 "	"$224,200 "	"$224,200 "	"$115,000 "	9/10/10	"$242,533 "	9/23/05	
689	22 POST POND LN	407/  29/  /  / 	12.2	1010	SINGLE FAM MDL01	RD	1	2016	"$301,300 "	"$207,100 "	"$508,400 "	"$463,000 "	"$508,400 "	"$385,000 "	4/5/19	"$440,000 "	4/10/08	
690	16 POST POND LN	407/  30/  /  / 	3.7	1010	SINGLE FAM MDL01	RD	1	2016	"$726,400 "	"$200,500 "	"$926,900 "	"$926,900 "	"$926,900 "	"$770,000 "	6/25/13	"$850,000 "	5/6/08	
102737	51 HIGH ST	201/  134/  /  / 	9.9	1010	SINGLE FAM MDL01	LCD	1	2016	"$682,300 "	"$368,500 "	"$1,050,800 "	"$1,050,800 "	"$1,050,800 "	"$360,000 "	10/3/16	"$209,000 "	6/26/06	
691	11 NORTH THETFORD RD	407/  31/  /  / 	23.28	101	Single Fam	RD	1	2016	"$387,700 "	"$265,800 "	"$653,500 "	"$600,600 "	"$653,500 "	"$275,000 "	12/16/15			
696	33 NORTH THETFORD RD	407/  36/  /  / 	4.7	1010	SINGLE FAM MDL01	RD	1	2016	"$301,800 "	"$191,200 "	"$493,000 "	"$493,000 "	"$493,000 "	$0 				
697	7 TURNER LN	407/  37/  /  / 	11.19	1010	SINGLE FAM MDL01	RD	1	2016	"$191,400 "	"$214,600 "	"$406,000 "	"$327,500 "	"$406,000 "	"$380,000 "	12/8/14	"$215,050 "	9/20/90	
698	15 TURNER LN	407/  38/  /  / 	4.7	1010	SINGLE FAM MDL01		1	2016	"$486,500 "	"$179,200 "	"$665,700 "	"$665,700 "	"$665,700 "	"$675,733 "	7/24/20	"$162,000 "	8/30/89	
700	57 NORTH THETFORD RD	407/  40/  /  / 	0.33	1030	MOBILE HOM  MDL-02	RD	1	2016	"$48,900 "	"$77,600 "	"$126,500 "	"$126,500 "	"$126,500 "	"$45,000 "	6/24/03			
701	52 NORTH THETFORD RD	407/  41/  /  / 	4.2	1010	SINGLE FAM MDL01		1	2016	"$208,100 "	"$176,600 "	"$384,700 "	"$384,700 "	"$384,700 "	$0 	6/30/87			
702	48 NORTH THETFORD RD	407/  42/  /  / 	3.2	1010	SINGLE FAM MDL01		1	2016	"$216,000 "	"$149,500 "	"$365,500 "	"$365,500 "	"$365,500 "	"$382,000 "	7/2/20	"$335,000 "	6/24/15	
703	38 NORTH THETFORD RD	407/  43/  /  / 	6.5	1010	SINGLE FAM MDL01	RD	1	2016	"$66,400 "	"$191,800 "	"$258,200 "	"$258,200 "	"$258,200 "	$0 	2/24/95	"$38,000 "	8/24/70	
704	8 PUSHEE FALLS LN	407/  44/  /  / 	1.3	1010	SINGLE FAM MDL01	RD	1	2016	"$146,600 "	"$149,000 "	"$295,600 "	"$295,600 "	"$295,600 "	$0 				
705	4 PUSHEE FALLS LN	407/  45/  /  / 	1.6	1060	AC LND IMP	RD	1	2016	"$2,000 "	"$8,800 "	"$10,800 "	"$10,800 "	"$10,800 "	$0 	1/7/91			
708	18 NORTH THETFORD RD	407/  48/  /  / 	2.8	1010	SINGLE FAM MDL01	RD	1	2016	"$144,900 "	"$157,600 "	"$302,500 "	"$302,500 "	"$302,500 "	$0 	1/28/15	"$75,000 "	11/30/06	
707	22 NORTH THETFORD RD	407/  47/  /  / 	3.8	1010	SINGLE FAM MDL01	RD	1	2016	"$205,100 "	"$166,200 "	"$371,300 "	"$371,300 "	"$371,300 "	$0 	4/30/14	"$336,000 "	7/15/02	
725	1 CULVER HILL LN	407/  59/  /  / 	11.3	1010	SINGLE FAM MDL01	RD	1	2016	"$446,600 "	"$301,400 "	"$748,000 "	"$664,300 "	"$748,000 "	"$550,000 "	12/27/05	"$750,000 "	8/28/02	
734	1 TAVERN LN	407/  60/  1000/  / 	6.01	1010	SINGLE FAM MDL01	RD	1	2016	"$552,900 "	"$267,700 "	"$820,600 "	"$820,600 "	"$820,600 "	"$715,066 "	5/30/14	"$540,000 "	9/10/99	
735	3 TAVERN LN	407/  60/  2000/  / 	5.51	1300	RES ACLNDV	RD	1	2016	$0 	"$270,500 "	"$270,500 "	"$270,500 "	"$270,500 "	"$116,000 "	7/17/01	"$95,000 "	6/1/99	
569	651 RIVER RD	405/  30/  1000/  / 	22.56	3020	INNS		2	2016	"$828,800 "	"$631,100 "	"$1,459,900 "	"$1,315,900 "	"$1,459,900 "	"$632,500 "	6/3/99	"$958,500 "	4/22/99	
616	376 ORFORD RD	406/  12/  /  / 	4.3	1040	TWO FAMILY	RD	1	2016	"$403,700 "	"$153,200 "	"$556,900 "	"$556,900 "	"$556,900 "	$0 	12/26/17	"$173,000 "	7/16/99	
717	241 ORFORD RD	407/  54/  /  / 	74.1	6610	SPI FARMR	RD	1	2016	$0 	"$447,800 "	"$447,800 "	"$9,600 "	"$447,800 "	"$400,000 "	1/7/16			
719	236 ORFORD RD	407/  55/  /  / 	12.55	1010	SINGLE FAM MDL01	RD	1	2016	"$341,500 "	"$280,700 "	"$622,200 "	"$498,900 "	"$622,200 "	"$150,000 "	8/15/94	"$160,000 "	12/2/89	
723	186 ORFORD RD	407/  57/  /  / 	2.6	1010	SINGLE FAM MDL01	RD	1	2016	"$209,100 "	"$145,600 "	"$354,700 "	"$354,700 "	"$354,700 "	"$234,000 "	8/31/18	"$90,476 "	7/30/93	
724	15 WHIPPLE HILL RD	407/  58/  1000/  / 	58.8	6506	FARM-6	RD	1	2016	$0 	"$466,700 "	"$466,700 "	"$22,000 "	"$466,700 "	$0 	3/29/16			
738	41 CULVER HILL LN	407/  60/  5000/  / 	9.55	1010	SINGLE FAM MDL01	RD	1	2016	"$375,400 "	"$271,100 "	"$646,500 "	"$646,500 "	"$646,500 "	$0 	4/22/21	"$535,000 "	3/19/13	
740	48 CULVER HILL LN	407/  60/  7000/  / 	5.13	1090	MULTI HSES	RD	2	2016	"$673,000 "	"$297,800 "	"$970,800 "	"$970,800 "	"$970,800 "	"$960,000 "	9/29/10	"$616,000 "	8/1/01	
741	63 CULVER HILL LN	407/  61/  /  / 	30	1010	SINGLE FAM MDL01		1	2016	"$146,100 "	"$363,400 "	"$509,500 "	"$389,300 "	"$509,500 "	"$2,666 "	4/4/01			
742	56 CULVER HILL LN	407/  62/  /  / 	15.2	1010	SINGLE FAM MDL01	RD	1	2016	"$594,700 "	"$344,800 "	"$939,500 "	"$868,800 "	"$939,500 "	$0 	4/20/15	"$938,000 "	3/10/06	
743	23 CLOVER MILL LN	407/  63/  /  / 	9.32	1010	SINGLE FAM MDL01	RD	1	2016	"$234,900 "	"$307,100 "	"$542,000 "	"$542,000 "	"$542,000 "	$0 	2/8/21	"$430,000 "	8/25/12	
744	20 CULVER HILL LN	407/  64/  /  / 	19.6	1010	SINGLE FAM MDL01	RD	1	2016	"$519,100 "	"$307,900 "	"$827,000 "	"$741,600 "	"$827,000 "	"$810,000 "	5/1/06	"$43,200 "	11/25/98	
745	37 WHIPPLE HILL RD	407/  65/  /  / 	21.7	6515	FARMR-5		1	2016	$0 	"$273,700 "	"$273,700 "	"$7,000 "	"$273,700 "	$0 	6/22/16	"$155,000 "	3/19/99	
746	63 WHIPPLE HILL RD	407/  66/  /  / 	7.74	1010	SINGLE FAM MDL01	RD	1	2016	"$657,300 "	"$297,600 "	"$954,900 "	"$954,900 "	"$954,900 "	$0 	6/22/16	"$500,000 "	2/28/97	
747	19 CLOVER MILL LN	407/  67/  /  / 	5.31	1010	SINGLE FAM MDL01	RD	1	2016	"$394,000 "	"$330,800 "	"$724,800 "	"$724,800 "	"$724,800 "	"$199,000 "	6/27/13	"$1,182,533 "	4/30/04	
748	27 CLOVER MILL LN	407/  68/  /  / 	28.92	1010	SINGLE FAM MDL01	RD	1	2016	"$424,400 "	"$417,700 "	"$842,100 "	"$735,800 "	"$842,100 "	"$740,500 "	7/9/16	"$214,800 "	7/2/12	
102759	105 RIVER RD	402/  88/  /  / 	2.1	6514	FARMR-4	RD	1	2016	$0 	"$20,100 "	"$20,100 "	$600 	"$20,100 "	"$550,000 "	12/19/14			
749	28 CLOVER MILL LN	407/  69/  /  / 	36.97	1010	SINGLE FAM MDL01	RD	1	2016	"$1,062,400 "	"$588,700 "	"$1,651,100 "	"$1,540,000 "	"$1,651,100 "	"$1,557,500 "	9/30/20	"$1,087,533 "	9/29/03	
750	16 CLOVER MILL LN	407/  70/  /  / 	5.06	1010	SINGLE FAM MDL01	RD	1	2016	"$926,200 "	"$272,500 "	"$1,198,700 "	"$1,198,700 "	"$1,198,700 "	"$1,188,733 "	7/31/20	"$935,000 "	10/5/12	
751	79 WHIPPLE HILL RD	407/  71/  /  / 	11.74	1010	SINGLE FAM MDL01	RD	1	2016	"$299,700 "	"$228,100 "	"$527,800 "	"$469,600 "	"$527,800 "	"$550,000 "	11/20/17	"$69,524 "	3/13/91	
753	95 WHIPPLE HILL RD	407/  73/  /  / 	24.4	1010	SINGLE FAM MDL01		1	2016	"$475,900 "	"$409,000 "	"$884,900 "	"$776,900 "	"$884,900 "	"$834,000 "	9/18/17	"$90,000 "	3/13/87	
754	101 WHIPPLE HILL RD	407/  74/  /  / 	79.9	101	Single Fam	RD	1	2016	"$506,500 "	"$426,100 "	"$932,600 "	"$686,000 "	"$932,600 "	$0 	8/20/18	"$635,000 "	7/31/06	
755	111 WHIPPLE HILL RD	407/  75/  /  / 	2	1010	SINGLE FAM MDL01		1	2016	"$167,000 "	"$173,400 "	"$340,400 "	"$340,400 "	"$340,400 "	"$108,762 "	3/11/91	"$6,400 "	9/14/83	
757	36 MUD TURTLE POND RD	407/  77/  /  / 	70	9030	MUNICPAL  MDL-00	RD	1	2016	$0 	"$251,800 "	"$251,800 "	"$251,800 "	"$251,800 "	$0 	8/3/09	"$4,000 "	7/18/97	
758	135 WHIPPLE HILL RD	407/  78/  /  / 	20	1010	SINGLE FAM MDL01		1	2016	"$122,500 "	"$223,700 "	"$346,200 "	"$288,200 "	"$346,200 "	"$4,000 "	9/14/89			
759	149 WHIPPLE HILL RD	407/  79/  /  / 	5.45	1010	SINGLE FAM MDL01		1	2016	"$103,400 "	"$177,900 "	"$281,300 "	"$281,300 "	"$281,300 "	$0 	4/1/20	"$1,500 "	5/29/68	
279	38 RIVER RD	401/  69/  /  / 	3.5	1010	SINGLE FAM MDL01	RD	1	2016	"$161,300 "	"$176,800 "	"$338,100 "	"$338,100 "	"$338,100 "	"$90,000 "	12/19/85			
280	20 RIVER RD	401/  70/  /  / 	63.5	6515	FARMR-5	RD	1	2016	$0 	"$431,500 "	"$431,500 "	"$8,400 "	"$431,500 "	$0 				
283	1 HOVEY ISLAND	401/  71/  /  / 	23	1013	SFR WATER  MDL-01		2	2016	"$25,500 "	"$171,600 "	"$197,100 "	"$197,100 "	"$197,100 "	$0 	3/28/91			
287	51 RIVER RD	401/  74/  /  / 	0.9	1013	SFR WATER  MDL-01	RD	1	2016	"$566,500 "	"$297,100 "	"$863,600 "	"$863,600 "	"$863,600 "	"$2,666 "	5/10/02	"$25,048 "	8/3/92	
288	61 RIVER RD	401/  75/  /  / 	1.9	1013	SFR WATER  MDL-01	RD	1	2016	"$245,600 "	"$328,100 "	"$573,700 "	"$573,700 "	"$573,700 "	$0 	12/1/10	"$90,000 "	7/26/84	
102763	50 LAMPHIRE HILL LN	403/  35/  /  / 	34	6135	WPUNR-5	RD	1	2016	$0 	"$324,900 "	"$324,900 "	"$3,300 "	"$324,900 "	$0 	7/22/97			
290	75 RIVER RD	401/  77/  /  / 	11.2	1010	SINGLE FAM MDL01	RD	1	2016	"$618,200 "	"$454,000 "	"$1,072,200 "	"$908,700 "	"$1,072,200 "	"$735,000 "	3/30/18			
294	252 DARTMOUTH COLLEGE HY	402/  3/  /  / 	37.3	1010	SINGLE FAM MDL01	RD	1	2016	"$411,100 "	"$386,400 "	"$797,500 "	"$591,900 "	"$797,500 "	$0 	7/13/20	"$210,666 "	10/3/01	
295	246 DARTMOUTH COLLEGE HY	402/  4/  /  / 	0.53	1010	SINGLE FAM MDL01	RD	1	2016	"$132,400 "	"$104,100 "	"$236,500 "	"$236,500 "	"$236,500 "	$0 	4/30/15			
296	246 DARTMOUTH COLLEGE HY	402/  4/  1/  / 	0	322L	COMM BLDG  MDL-96	RD	1	2016	"$131,100 "	$0 	"$131,100 "	"$131,100 "	"$131,100 "	$0 	1/10/20			
297	244 DARTMOUTH COLLEGE HY	402/  5/  /  / 	4.8	1060	AC LND IMP	RD	1	2016	"$40,800 "	"$88,400 "	"$129,200 "	"$129,200 "	"$129,200 "	"$2,667 "	5/8/15			
298	240 DARTMOUTH COLLEGE HY	402/  6/  /  / 	0.67	1010	SINGLE FAM MDL01	RD	1	2016	"$168,100 "	"$118,200 "	"$286,300 "	"$286,300 "	"$286,300 "	$0 				
299	234 DARTMOUTH COLLEGE HY	402/  7/  /  / 	0.92	1010	SINGLE FAM MDL01	RD	1	2016	"$108,200 "	"$133,400 "	"$241,600 "	"$241,600 "	"$241,600 "	"$150,000 "	9/11/13			
300	232 DARTMOUTH COLLEGE HY	402/  8/  /  / 	0.4	1010	SINGLE FAM MDL01	RD	1	2016	"$116,500 "	"$93,400 "	"$209,900 "	"$209,900 "	"$209,900 "	$0 				
301	226 DARTMOUTH COLLEGE HY	402/  9/  /  / 	12.5	1010	SINGLE FAM MDL01	RD	1	2016	"$197,200 "	"$235,000 "	"$432,200 "	"$346,000 "	"$432,200 "	"$40,000 "	8/22/83			
